aided aided/STM
sharp sharp/STM
robinson robinson/STM
mainstream main/STM stream/STM
einhorn einhorn/STM
maturing maturing/STM
needs needs/STM
unexpected un/STM expected/STM
acts acts/STM
enforcers enforcers/STM
ivy ivy/STM
larsen larsen/STM
stir stir/STM
advice advice/STM
par par/STM
questioning questioning/STM
fast-growing fast/STM -/SUF growing/STM
blood blood/STM
faculty faculty/STM
deukmejian deukmejian/STM
response response/STM
bleak bleak/STM
brady brady/STM
crowded crowded/STM
cutler cutler/STM
coal coal/STM
responsibility responsibility/STM
turnpike turnpike/STM
pleasure pleasure/STM
playing playing/STM
cellular cellular/STM
shevardnadze shevardnadze/STM
setback set/STM back/STM
radar radar/STM
appeals appeals/STM
through through/STM
filters filters/STM
existence exist/STM ence/STM
suffer suffer/STM
arrogant arrogant/STM
arteries arteries/STM
pcs pcs/STM
seasonally seasonally/STM
late late/STM
detected detected/STM
reuters reuters/STM
penn penn/STM
arias arias/STM
o'brien o'brien/STM
hurting hurting/STM
good good/STM
seeking seeking/STM
males males/STM
encouraging enco/STM uraging/STM
walls walls/STM
compound com/STM pound/STM
inception inception/STM
struggling struggling/STM
viewers viewers/STM
mystery mystery/STM
easily easily/STM
pregnant pregnant/STM
quayle quayle/STM
spy spy/STM
micro micro/STM
connolly connolly/STM
habits habits/STM
deteriorated deteriorated/STM
helmsley helmsley/STM
biscuits biscuits/STM
ports ports/STM
sterling sterling/STM
harm harm/STM
everyone everyone/STM
mental mental/STM
house house/STM
energy energy/STM
hard hard/STM
idea idea/STM
macmillan macmillan/STM
engaging engaging/STM
oil oil/STM
daikin daikin/STM
seniority seniority/STM
hart hart/STM
insurance insurance/STM
initiatives initiatives/STM
funding funding/STM
s.a. s.a./STM
g.m.b g.m.b/STM
discouraging disco/STM uraging/STM
participants participants/STM
longtime long/STM time/STM
print print/STM
bougainville bougainville/STM
evaluation evalua/STM tion/STM
brewery brewery/STM
disobedience disobedience/STM
lawrence lawrence/STM
backer backer/STM
bulls bulls/STM
mikhail mikhail/STM
extraordinary extra/STM ordinary/STM
terminals terminals/STM
mmi mmi/STM
term term/STM
members members/STM
backed backed/STM
beginning begin/STM ning/STM
benefits benefits/STM
inspection inspection/STM
computers computers/STM
diversion diversion/STM
conducted conducted/STM
pilots pilots/STM
accusations accusations/STM
reinforced reinforced/STM
copper copper/STM
gelbart gelbart/STM
mistakenly mistakenly/STM
done done/STM
embraced embraced/STM
wages wages/STM
euphoria euphoria/STM
s.c s.c/STM
joint-venture joint/STM -/PRE venture/STM
s.a s.a/STM
suitor suitor/STM
revive revive/STM
least least/STM
regulation regul/STM ation/STM
assumption assumption/STM
statement state/STM ment/STM
compromise com/STM promise/STM
lease lease/STM
tom tom/STM
park park/STM
sizable sizable/STM
part part/STM
favorable favor/STM able/STM
doctors doctors/STM
believe believe/STM
four-day four/STM -day/STM
peaked peaked/STM
hearst hearst/STM
gotten gotten/STM
youth youth/STM
contrary contrary/STM
supposed supposed/STM
messrs. messrs./STM
treated treated/STM
declare declare/STM
interactive inter/STM active/STM
aug. aug./STM
concludes concludes/STM
philippine philippine/STM
wellington well/STM ington/STM
mitterrand mitterrand/STM
confirms confirms/STM
orders orders/STM
mountain mountain/STM
skase skase/STM
collateralized collateral/STM ized/STM
built built/STM
depending depending/STM
gorbachev gorbachev/STM
k. k./STM
majority majority/STM
appellate appellate/STM
build build/STM
commentary commentary/STM
province province/STM
patterson patterson/STM
hourly hourly/STM
programmers programmers/STM
eggs eggs/STM
chart chart/STM
medium-sized medium/STM -/PRE sized/STM
most most/STM
significant significant/STM
services services/STM
aoun aoun/STM
extremely extremely/STM
esso esso/STM
compaq compaq/STM
primerica prime/STM rica/STM
constructed constructed/STM
paintings paintings/STM
goodwill good/STM will/STM
humanitarian humanitarian/STM
charitable charit/STM able/STM
weigh weigh/STM
joining joining/STM
sector sector/STM
thomas thomas/STM
particularly particularly/STM
rebels rebels/STM
obligations obligations/STM
commissions commissions/STM
scattered scattered/STM
businesses businesses/STM
malignant malignant/STM
carefully carefully/STM
fine fine/STM
find find/STM
gen. gen./STM
giant giant/STM
depended depended/STM
merger merger/STM
nervous nervous/STM
distributed distributed/STM
19th 19th/STM
unhappy unhappy/STM
freedoms freedoms/STM
override over/STM ride/STM
poles poles/STM
distributes distributes/STM
merged merged/STM
venture-capital venture/STM -/PRE capital/STM
adjustments adjustments/STM
permission per/STM mission/STM
miami-based miami/STM -/PRE based/STM
express express/STM
cheaper cheaper/STM
theft theft/STM
merchandise merchandise/STM
resolve resolve/STM
roles roles/STM
doubled doubled/STM
cela cela/STM
six-month six/STM -/PRE month/STM
garcia garcia/STM
common common/STM
restaurants restaurants/STM
nonrecurring nonrecurring/STM
opposing opposing/STM
lion lion/STM
individual individual/STM
leslie leslie/STM
surrendered surrendered/STM
tender tender/STM
chose chose/STM
repairs repairs/STM
expert expert/STM
visiting visiting/STM
toubro toubro/STM
please please/STM
powerhouse power/STM house/STM
fans fans/STM
smallest smallest/STM
toledo toledo/STM
burned burned/STM
champagne champagne/STM
responses responses/STM
dividends dividends/STM
environmentalists environmental/STM ists/STM
fujisawa fujisawa/STM
aircraft aircraft/STM
scuttle scuttle/STM
pepsi pepsi/STM
half-hour half/STM -/PRE hour/STM
revco revco/STM
full-time full/STM -/PRE time/STM
reverse reverse/STM
ekco ekco/STM
restaurant restaurant/STM
powers powers/STM
annual annual/STM
foreign foreign/STM
baltimore baltimore/STM
upgraded upgraded/STM
inouye inouye/STM
separation separation/STM
point point/STM
simple simple/STM
recycling recycling/STM
ga. ga./STM
tennessee tennessee/STM
simply simply/STM
shutdown shut/STM down/STM
unsuccessful un/STM successful/STM
asserted asserted/STM
zeta zeta/STM
throughout throughout/STM
expensive expensive/STM
headaches headaches/STM
platinum platinum/STM
n.v. n.v./STM
raise raise/STM
instrument instrument/STM
create create/STM
creativity creativity/STM
rivals rivals/STM
secret secret/STM
dropping dropping/STM
ireland ireland/STM
meeting meeting/STM
vans vans/STM
heller heller/STM
gas gas/STM
13-week 13-/STM week/STM
priced priced/STM
understand under/STM stand/STM
prices prices/STM
gaf gaf/STM
politician politician/STM
grains grains/STM
raw raw/STM
solid solid/STM
bill bill/STM
elections elections/STM
kodak kodak/STM
deferred deferred/STM
replaced replaced/STM
denominations deno/STM minations/STM
fun fun/STM
redevelopment re/STM develop/STM ment/STM
portugal portugal/STM
century century/STM
cents cents/STM
encountered encountered/STM
cathay cathay/STM
itself itself/STM
xtra xtra/STM
okla. okla./STM
galileo galileo/STM
italy italy/STM
would-be would/STM -/PRE be/STM
sociologist sociologist/STM
butcher butcher/STM
textile textile/STM
benign benign/STM
complaints complaints/STM
copying copying/STM
ruth ruth/STM
one-hour one-/STM hour/STM
development develop/STM ment/STM
currencies currencies/STM
yesterday yesterday/STM
desks desks/STM
moment moment/STM
purpose purpose/STM
koch koch/STM
gestures gestures/STM
task task/STM
spent spent/STM
flags flags/STM
withdraw with/STM draw/STM
swiss swiss/STM
organization organiz/STM ation/STM
tass tass/STM
spend spend/STM
prevention prevention/STM
preference prefer/STM ence/STM
one-year one-/STM year/STM
junk-bond junk/STM -/SUF bond/STM
isolated isolated/STM
shape shape/STM
openly openly/STM
unesco unesco/STM
alternative alter/STM native/STM
dishonesty dis/STM honesty/STM
injuries injuries/STM
letting letting/STM
impetus impetus/STM
cut cut/STM
cup cup/STM
adjusters adjusters/STM
source source/STM
deliberately deliberately/STM
administrative administr/STM ative/STM
excited excited/STM
unloading unloading/STM
big big/STM
bid bid/STM
matters matters/STM
redeem redeem/STM
foreigners foreigners/STM
bit bit/STM
knock knock/STM
follows follows/STM
identifying identifying/STM
comsat comsat/STM
indication indication/STM
depositary depositary/STM
jolted jolted/STM
disrupt disrupt/STM
often often/STM
collectors collectors/STM
absolutely absolutely/STM
obliged obliged/STM
firstsouth first/STM south/STM
back back/STM
delegation delegation/STM
strongest strongest/STM
pricing pricing/STM
mirror mirror/STM
nicaragua nicaragua/STM
ourselves our/STM selves/STM
leaders leaders/STM
scale scale/STM
jewelry jewelry/STM
contacts contacts/STM
pet pet/STM
affects affects/STM
decision decision/STM
integration integr/STM ation/STM
per per/STM
newark newark/STM
connecting connec/STM ting/STM
eliminate eliminate/STM
saab saab/STM
either either/STM
patient patient/STM
ufo ufo/STM
remembered remembered/STM
paribas paribas/STM
continuing continuing/STM
use use/STM
restrictive restrictive/STM
carbide carbide/STM
goods goods/STM
consumption consum/STM ption/STM
pepsico pepsico/STM
court-appointed court/STM -/PRE appointed/STM
pfizer pfizer/STM
mrs. mrs./STM
drama drama/STM
ounce ounce/STM
tenants tenants/STM
pollution pollution/STM
mccaw mccaw/STM
aliens aliens/STM
nsc nsc/STM
retailer retailer/STM
exercises exercises/STM
steven steven/STM
lesson lesson/STM
bankruptcy bankruptcy/STM
ontario ontario/STM
pharmaceuticals pharmaceuticals/STM
infected infected/STM
grave grave/STM
forward for/STM ward/STM
keating keating/STM
translate trans/STM late/STM
opponent opponent/STM
boyd boyd/STM
adjusting adjusting/STM
murphy murphy/STM
hoped hoped/STM
boys boys/STM
cloud cloud/STM
two-part two/STM -/SUF part/STM
hopes hopes/STM
subsidiary subsidiary/STM
sdi sdi/STM
guterman guterman/STM
directed directed/STM
rejection rejection/STM
pickers pickers/STM
amdura amdura/STM
planet planet/STM
're 're/STM
exploration explor/STM ation/STM
planes planes/STM
jumbo jumbo/STM
viacom viacom/STM
lesko lesko/STM
well-known well/STM -/PRE known/STM
constant constant/STM
stripped stripped/STM
single single/STM
cure cure/STM
curb curb/STM
dragging dragging/STM
prevail prevail/STM
denying denying/STM
streamlining streamlining/STM
packwood pack/STM wood/STM
joan joan/STM
kirk kirk/STM
statutes statutes/STM
pesticides pesticides/STM
explaining explaining/STM
lend lend/STM
testified test/STM ified/STM
aggregates aggregates/STM
after-tax after/STM -tax/STM
prepared prepared/STM
lens lens/STM
restoration restor/STM ation/STM
cater cater/STM
utterly utterly/STM
lent lent/STM
prepares prepares/STM
genetics genetics/STM
desert desert/STM
freeways freeways/STM
rallied rallied/STM
implies implies/STM
vehicles vehicles/STM
bankers bankers/STM
responded responded/STM
implied implied/STM
rallies rallies/STM
failures failures/STM
inevitably inevit/STM ably/STM
noon noon/STM
debenture debenture/STM
dogged dogged/STM
cynthia cynthia/STM
daimler-benz daimler-benz/STM
overly overly/STM
j.c. j.c./STM
pope pope/STM
vietnamese vietnamese/STM
literary literary/STM
helps helps/STM
quarterly quarterly/STM
maryland mary/STM land/STM
lilly lilly/STM
mehta mehta/STM
nervousness nervous/STM ness/STM
random random/STM
automotive auto/STM motive/STM
stabilized stabilized/STM
putting putting/STM
accuse accuse/STM
surgeon surgeon/STM
fleming fleming/STM
arrange arrange/STM
entire entire/STM
recreation recreation/STM
staffs staffs/STM
knight knight/STM
joel joel/STM
shock shock/STM
bizarre bizarre/STM
educators educators/STM
bleeding bleeding/STM
demonstrations demonstrations/STM
carla carla/STM
uncomfortable un/STM comfort/STM able/STM
payout payout/STM
depression depression/STM
contingent contingent/STM
reconciliation reconciliation/STM
edison edison/STM
chicago chicago/STM
giving giving/STM
pipes pipes/STM
practices practices/STM
access access/STM
lumber lumber/STM
microprocessor microprocessor/STM
retains retains/STM
exercise exercise/STM
body body/STM
construct construct/STM
exchange ex/STM change/STM
montedison mont/STM edison/STM
jointly jointly/STM
broker broker/STM
sink sink/STM
others others/STM
luis luis/STM
safer safer/STM
preamble preamble/STM
implicit implicit/STM
extreme extreme/STM
remark remark/STM
uv-b uv-b/STM
alaska alaska/STM
ashland ashland/STM
implement implement/STM
proof proof/STM
honor honor/STM
composed composed/STM
fourth-quarter fourth/STM -/PRE quarter/STM
named named/STM
presidents presidents/STM
private private/STM
stanza stanza/STM
decrease decrease/STM
names names/STM
scandal scandal/STM
resolutions resolutions/STM
name-dropping name/STM -/PRE dropping/STM
realist realist/STM
breakup breakup/STM
nobel nobel/STM
kangyo kangyo/STM
year-ago year-ago/STM
butler butler/STM
themselves them/STM selves/STM
defendant defendant/STM
trail trail/STM
train train/STM
prizes prizes/STM
arranging arranging/STM
ncnb ncnb/STM
billed billed/STM
iii iii/STM
subscription sub/STM scription/STM
account account/STM
f f/STM
tunnel tunnel/STM
package package/STM
assumptions assumptions/STM
obvious obvious/STM
industrial industrial/STM
closing closing/STM
rehabilitation rehabilitation/STM
reserved reserved/STM
effectively effectively/STM
reserves reserves/STM
employs employs/STM
atlanta-based atlanta/STM -/PRE based/STM
native native/STM
maturities matur/STM ities/STM
democracy democracy/STM
holds holds/STM
hampshire hampshire/STM
regions regions/STM
responsibilities respons/STM ibil/STM ities/STM
winners winners/STM
forest forest/STM
stock stock/STM
profile profile/STM
stemmed stemmed/STM
buildings buildings/STM
specifications specific/STM ations/STM
waters waters/STM
philosophy philosophy/STM
collection collection/STM
bothered bothered/STM
sverdlovsk sverdlovsk/STM
leisure leisure/STM
billings billings/STM
shv shv/STM
fray fray/STM
chugai chugai/STM
chasing chasing/STM
rev. rev./STM
lines lines/STM
chief chief/STM
subsequently subsequently/STM
lined lined/STM
cease-fire cease/STM -/PRE fire/STM
institutional institutional/STM
in-house in/STM -/PRE house/STM
oral oral/STM
agricultural agri/STM cultural/STM
bunch bunch/STM
industries industries/STM
bridges bridges/STM
revived revived/STM
la la/STM
2-for-1 2-for-1/STM
acres acres/STM
whites whites/STM
willing willing/STM
marsh marsh/STM
yamaichi yamaichi/STM
criminal criminal/STM
daf daf/STM
greater greater/STM
dam dam/STM
dan dan/STM
toshiba toshiba/STM
mention mention/STM
cutting cutting/STM
courtroom court/STM room/STM
mandate mandate/STM
insisting insisting/STM
dax dax/STM
day day/STM
capital-gains capital/STM -/SUF gains/STM
applicants applic/STM ants/STM
february february/STM
ahmanson ahmanson/STM
airports airports/STM
profit-taking profit/STM -/PRE taking/STM
l. l./STM
warned warned/STM
preclude preclude/STM
oversubscribed oversubscribed/STM
identified ident/STM ified/STM
morris morris/STM
constraints constraints/STM
thwart thwart/STM
hurdles hurdles/STM
portrayal portrayal/STM
slumped slumped/STM
salesman salesman/STM
rey rey/STM
kids kids/STM
announcer announcer/STM
aga aga/STM
defend defend/STM
wholly wholly/STM
arkansas arkansas/STM
insolvent insolvent/STM
electronics electronics/STM
red red/STM
franc franc/STM
harold harold/STM
approached approached/STM
frank frank/STM
payroll payroll/STM
clarify clarify/STM
approaches approaches/STM
likelihood likeli/STM hood/STM
prudential-bache prudential/STM -/SUF bache/STM
